path,target,run,pose,score
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r1/results/9mqr_de/seed_0/predictions/9mqr_de_sample_1.cif,9mqr_DE,seed0_r1,9mqr_de_sample_1.cif,0.18166
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r1/results/9mqr_de/seed_0/predictions/9mqr_de_sample_4.cif,9mqr_DE,seed0_r1,9mqr_de_sample_4.cif,0.25521
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_2.cif,9mqr_DE,seed0_r2,9mqr_de_sample_2.cif,0.21684
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_1.cif,9mqr_DE,seed0_r2,9mqr_de_sample_1.cif,0.10963
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_2.cif,9mqr_DE,seed0_r0,9mqr_de_sample_2.cif,0.1532
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r1/results/9mqr_de/seed_0/predictions/9mqr_de_sample_3.cif,9mqr_DE,seed0_r1,9mqr_de_sample_3.cif,0.15605
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r1/results/9mqr_de/seed_0/predictions/9mqr_de_sample_2.cif,9mqr_DE,seed0_r1,9mqr_de_sample_2.cif,0.23833
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_0.cif,9mqr_DE,seed0_r2,9mqr_de_sample_0.cif,0.26441
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_4.cif,9mqr_DE,seed0_r0,9mqr_de_sample_4.cif,0.09612
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_4.cif,9mqr_DE,seed0_r2,9mqr_de_sample_4.cif,0.05378
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_0.cif,9mqr_DE,seed0_r0,9mqr_de_sample_0.cif,0.09257
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r3/results/9mqr_de/seed_0/predictions/9mqr_de_sample_2.cif,9mqr_DE,seed0_r3,9mqr_de_sample_2.cif,0.14635
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_1.cif,9mqr_DE,seed0_r0,9mqr_de_sample_1.cif,0.19918
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r3/results/9mqr_de/seed_0/predictions/9mqr_de_sample_0.cif,9mqr_DE,seed0_r3,9mqr_de_sample_0.cif,0.13734
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r3/results/9mqr_de/seed_0/predictions/9mqr_de_sample_3.cif,9mqr_DE,seed0_r3,9mqr_de_sample_3.cif,0.35424
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r3/results/9mqr_de/seed_0/predictions/9mqr_de_sample_4.cif,9mqr_DE,seed0_r3,9mqr_de_sample_4.cif,0.0823
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_3.cif,9mqr_DE,seed0_r0,9mqr_de_sample_3.cif,0.20411
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r3/results/9mqr_de/seed_0/predictions/9mqr_de_sample_1.cif,9mqr_DE,seed0_r3,9mqr_de_sample_1.cif,0.17366
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_3.cif,9mqr_DE,seed0_r2,9mqr_de_sample_3.cif,0.14271
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed0_r1/results/9mqr_de/seed_0/predictions/9mqr_de_sample_0.cif,9mqr_DE,seed0_r1,9mqr_de_sample_0.cif,0.2008
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r1/results/9mqr_de/seed_0/predictions/9mqr_de_sample_4.cif,9mqr_DE,seed1_r1,9mqr_de_sample_4.cif,0.17266
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r3/results/9mqr_de/seed_0/predictions/9mqr_de_sample_2.cif,9mqr_DE,seed1_r3,9mqr_de_sample_2.cif,0.2716
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r3/results/9mqr_de/seed_0/predictions/9mqr_de_sample_4.cif,9mqr_DE,seed1_r3,9mqr_de_sample_4.cif,0.16782
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r3/results/9mqr_de/seed_0/predictions/9mqr_de_sample_0.cif,9mqr_DE,seed1_r3,9mqr_de_sample_0.cif,0.16038
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_2.cif,9mqr_DE,seed1_r0,9mqr_de_sample_2.cif,0.17232
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r3/results/9mqr_de/seed_0/predictions/9mqr_de_sample_3.cif,9mqr_DE,seed1_r3,9mqr_de_sample_3.cif,0.10035
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r1/results/9mqr_de/seed_0/predictions/9mqr_de_sample_2.cif,9mqr_DE,seed1_r1,9mqr_de_sample_2.cif,0.2572
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_4.cif,9mqr_DE,seed1_r2,9mqr_de_sample_4.cif,0.12563
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_1.cif,9mqr_DE,seed1_r0,9mqr_de_sample_1.cif,0.21634
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r3/results/9mqr_de/seed_0/predictions/9mqr_de_sample_1.cif,9mqr_DE,seed1_r3,9mqr_de_sample_1.cif,0.13287
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_3.cif,9mqr_DE,seed1_r2,9mqr_de_sample_3.cif,0.06643
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_2.cif,9mqr_DE,seed1_r2,9mqr_de_sample_2.cif,0.13778
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r1/results/9mqr_de/seed_0/predictions/9mqr_de_sample_1.cif,9mqr_DE,seed1_r1,9mqr_de_sample_1.cif,0.13454
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_4.cif,9mqr_DE,seed1_r0,9mqr_de_sample_4.cif,0.15392
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_0.cif,9mqr_DE,seed1_r2,9mqr_de_sample_0.cif,0.18751
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r1/results/9mqr_de/seed_0/predictions/9mqr_de_sample_3.cif,9mqr_DE,seed1_r1,9mqr_de_sample_3.cif,0.07522
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_3.cif,9mqr_DE,seed1_r0,9mqr_de_sample_3.cif,0.20633
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_1.cif,9mqr_DE,seed1_r2,9mqr_de_sample_1.cif,0.17287
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r1/results/9mqr_de/seed_0/predictions/9mqr_de_sample_0.cif,9mqr_DE,seed1_r1,9mqr_de_sample_0.cif,0.09725
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed1_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_0.cif,9mqr_DE,seed1_r0,9mqr_de_sample_0.cif,0.18218
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed2_r2/results/9mqr_de/seed_0/predictions/9mqr_de_sample_2.cif,9mqr_DE,seed2_r2,9mqr_de_sample_2.cif,0.0955
/mnt/data/msadepth/compreps/seedrep_cand/protenix/9mqr_DE/d3538/seed2_r0/results/9mqr_de/seed_0/predictions/9mqr_de_sample_1.cif,9mqr_DE,seed2_r0,9mqr_de_sample_1.cif,0.1781
