path,target,run,pose,score
/mnt/data/admuser/msadepth/compreps/seedrep_cand/protenix/8ulr_HL/d1746/seed0_r1/results/8ulr_hl/seed_0/predictions/8ulr_hl_sample_1.cif,8ulr_HL,seed0_r1,8ulr_hl_sample_1.cif,0.08702
/mnt/data/admuser/msadepth/compreps/seedrep_cand/protenix/8ulr_HL/d1746/seed0_r1/results/8ulr_hl/seed_0/predictions/8ulr_hl_sample_4.cif,8ulr_HL,seed0_r1,8ulr_hl_sample_4.cif,0.05623
/mnt/data/admuser/msadepth/compreps/seedrep_cand/protenix/8ulr_HL/d1746/seed0_r2/results/8ulr_hl/seed_0/predictions/8ulr_hl_sample_2.cif,8ulr_HL,seed0_r2,8ulr_hl_sample_2.cif,0.04123
/mnt/data/admuser/msadepth/compreps/seedrep_cand/protenix/8ulr_HL/d1746/seed0_r2/results/8ulr_hl/seed_0/predictions/8ulr_hl_sample_1.cif,8ulr_HL,seed0_r2,8ulr_hl_sample_1.cif,0.10593
/mnt/data/admuser/msadepth/compreps/seedrep_cand/protenix/8ulr_HL/d1746/seed0_r0/results/8ulr_hl/seed_0/predictions/8ulr_hl_sample_2.cif,8ulr_HL,seed0_r0,8ulr_hl_sample_2.cif,0.05196
/mnt/data/admuser/msadepth/compreps/seedrep_cand/protenix/8ulr_HL/d1746/seed0_r1/results/8ulr_hl/seed_0/predictions/8ulr_hl_sample_3.cif,8ulr_HL,seed0_r1,8ulr_hl_sample_3.cif,0.05669
/mnt/data/admuser/msadepth/compreps/seedrep_cand/protenix/8ulr_HL/d1746/seed0_r1/results/8ulr_hl/seed_0/predictions/8ulr_hl_sample_2.cif,8ulr_HL,seed0_r1,8ulr_hl_sample_2.cif,0.10776
/mnt/data/admuser/msadepth/compreps/seedrep_cand/protenix/8ulr_HL/d1746/seed0_r2/results/8ulr_hl/seed_0/predictions/8ulr_hl_sample_0.cif,8ulr_HL,seed0_r2,8ulr_hl_sample_0.cif,0.03657
/mnt/data/admuser/msadepth/compreps/seedrep_cand/protenix/8ulr_HL/d1746/seed0_r0/results/8ulr_hl/seed_0/predictions/8ulr_hl_sample_4.cif,8ulr_HL,seed0_r0,8ulr_hl_sample_4.cif,0.05877
/mnt/data/admuser/msadepth/compreps/seedrep_cand/protenix/8ulr_HL/d1746/seed0_r2/results/8ulr_hl/seed_0/predictions/8ulr_hl_sample_4.cif,8ulr_HL,seed0_r2,8ulr_hl_sample_4.cif,0.09469
